Date,GOOG,MSFT,AAPL
2022-01-03,144.21725463867188,325.03802490234375,178.64564514160156
2022-01-04,143.56314086914062,319.4645690917969,176.3783416748047
2022-01-05,136.840087890625,307.2010803222656,171.68667602539062
2022-01-06,136.73822021484375,304.7735900878906,168.82069396972656
2022-01-07,136.1949462890625,304.9289245605469,168.987548828125
2022-01-10,137.7551727294922,305.1522521972656,169.00717163085938
2022-01-11,139.19012451171875,305.84161376953125,171.84371948242188
2022-01-12,140.81100463867188,309.03619384765625,172.28541564941406
2022-01-13,138.30886840820312,295.9569396972656,169.00717163085938
2022-01-14,138.96051025390625,301.2003479003906,169.8709259033203
2022-01-18,135.4851531982422,293.8692932128906,166.661376953125
2022-01-19,134.8504180908203,294.5296325683594,163.15733337402344
2022-01-20,132.71759033203125,292.8497619628906,161.4691162109375
2022-01-21,129.3232879638672,287.44146728515625,159.4079132080078
2022-01-24,129.60162353515625,287.7716064453125,158.63253784179688
2022-01-25,125.98661041259766,280.12017822265625,156.8265838623047
2022-01-26,128.476318359375,288.1016845703125,156.7382354736328
2022-01-27,128.3580322265625,291.140869140625,156.2769317626953
2022-01-28,132.50189208984375,299.3166198730469,167.18154907226562
2022-01-31,134.89663696289062,301.9577331542969,171.54928588867188
2022-02-01,137.06378173828125,299.8020935058594,171.38243103027344
2022-02-02,147.16177368164062,304.3657531738281,172.58970642089844
2022-02-03,141.80755615234375,292.50994873046875,169.7040252685547
2022-02-04,142.17092895507812,297.06390380859375,169.41903686523438
2022-02-07,138.1170196533203,292.21868896484375,168.70159912109375
2022-02-08,138.39039611816406,295.7239074707031,171.8169708251953
2022-02-09,140.6171417236328,302.18096923828125,173.2419891357422
2022-02-10,137.7834930419922,293.607177734375,169.15367126464844
2022-02-11,133.33743286132812,286.4801940917969,165.73367309570312
2022-02-14,134.50051879882812,286.44134521484375,165.9695587158203
2022-02-15,135.61936950683594,291.7525939941406,169.81214904785156
2022-02-16,136.6750946044922,291.412109375,169.57627868652344
2022-02-17,131.5266876220703,282.87890625,165.9695587158203
2022-02-18,129.6965789794922,280.154541015625,164.416748046875
2022-02-22,128.6378631591797,279.9501647949219,161.48814392089844
2022-02-23,126.83109283447266,272.70135498046875,157.3114013671875
2022-02-24,131.88951110839844,286.63470458984375,159.9353485107422
2022-02-25,133.72462463378906,289.2812194824219,162.0089569091797
2022-02-28,134.0939178466797,290.7212219238281,162.27435302734375
2022-03-01,133.37521362304688,286.9849548339844,160.38742065429688
2022-03-02,133.9552459716797,292.0834045410156,163.68951416015625
2022-03-03,133.51438903808594,287.9288024902344,163.36520385742188
2022-03-04,131.34127807617188,282.0323791503906,160.3579559326172
2022-03-07,125.71723175048828,271.3780822753906,156.55467224121094
2022-03-08,126.52642059326172,268.4007263183594,154.72669982910156
2022-03-09,133.07498168945312,280.7090759277344,160.1417236328125
2022-03-10,131.89797973632812,277.8776550292969,155.78807067871094
2022-03-11,129.70449829101562,272.50677490234375,152.06341552734375
2022-03-14,125.99207305908203,268.9747619628906,148.02423095703125
2022-03-15,128.89434814453125,279.39556884765625,152.4171600341797
2022-03-16,132.90052795410156,286.4400939941406,156.83966064453125
2022-03-17,133.80514526367188,287.2476501464844,157.85186767578125
2022-03-18,135.99314880371094,292.31689453125,161.15399169921875
2022-03-21,135.67205810546875,291.0812072753906,162.5298309326172
2022-03-22,139.44859313964844,295.8489074707031,165.91058349609375
2022-03-23,137.68507385253906,291.40234375,167.276611328125
2022-03-24,140.4770050048828,295.88787841796875,171.0701446533203
2022-03-25,140.68524169921875,295.479248046875,171.70887756347656
2022-03-28,141.11119079589844,302.3096008300781,172.57373046875
2022-03-29,142.40353393554688,306.8923645019531,175.87582397460938
2022-03-30,141.80162048339844,305.38427734375,174.70631408691406
2022-03-31,138.8242950439453,299.984130859375,171.6007843017578
2022-04-01,139.86859130859375,301.0641784667969,171.3059539794922
2022-04-04,142.793701171875,306.46429443359375,175.36480712890625
2022-04-05,140.2294464111328,302.4847412109375,172.0430450439453
2022-04-06,136.36541748046875,291.412109375,168.8686981201172
2022-04-07,135.65863037109375,293.2315673828125,169.17333984375
2022-04-08,133.2186279296875,288.95037841796875,167.15869140625
2022-04-11,129.02952575683594,277.556640625,162.8934783935547
2022-04-12,127.6159439086914,274.4429931640625,164.7705535888672
2022-04-13,129.51611328125,279.8528747558594,167.4633331298828
2022-04-14,126.50105285644531,272.2732238769531,162.44140625
2022-04-18,127.20487213134766,272.9446105957031,162.22520446777344
2022-04-19,129.7596893310547,277.5954895019531,164.51502990722656
2022-04-20,127.4876937866211,278.6268615722656,164.34796142578125
2022-04-21,124.1992416381836,273.2268371582031,163.5519256591797
2022-04-22,118.90719604492188,266.6298828125,159.00172424316406
2022-04-25,122.52171325683594,273.13922119140625,160.07293701171875
2022-04-26,118.7998275756836,262.9227600097656,154.09771728515625
2022-04-27,114.3408432006836,275.57171630859375,153.87167358398438
2022-04-28,118.70587921142578,281.8086242675781,160.81985473632812
2022-04-29,114.28716278076172,270.02557373046875,154.93307495117188
2022-05-02,116.46471405029297,276.7879333496094,155.2377166748047
2022-05-03,117.43146514892578,274.170654296875,156.73155212402344
2022-05-04,121.85070037841797,282.1491394042969,163.15884399414062
2022-05-05,116.05663299560547,269.8602294921875,154.06822204589844
2022-05-06,114.9765625,267.31097412109375,154.7965545654297
2022-05-09,112.41578674316406,257.4350891113281,149.6589813232422
2022-05-10,113.90742492675781,262.2221374511719,152.0702667236328
2022-05-11,113.28759765625,253.5138702392578,144.186767578125
2022-05-12,112.4923324584961,248.45433044433594,140.30897521972656
2022-05-13,115.82701110839844,254.0685577392578,144.78713989257812
2022-05-16,114.11418914794922,254.4383087158203,143.241943359375
2022-05-17,116.01190948486328,259.6145935058594,146.88352966308594
2022-05-18,111.73682403564453,247.79441833496094,138.59645080566406
2022-05-19,110.09109497070312,246.87767028808594,135.18124389648438
2022-05-20,108.66706848144531,246.31202697753906,135.41746520996094
2022-05-23,111.00664520263672,254.201904296875,140.8502960205078
2022-05-24,105.30007934570312,253.1973419189453,138.14373779296875
2022-05-25,105.2140884399414,256.0256042480469,138.3011932373047
2022-05-26,107.65607452392578,259.3219909667969,141.50973510742188
2022-05-27,112.13247680664062,266.4804382324219,147.27719116210938
2022-05-31,113.36515045166016,265.1443176269531,146.4898223876953
2022-06-01,113.46255493164062,265.6806945800781,146.3618927001953
2022-06-02,117.05024719238281,267.78729248046875,148.8223876953125
2022-06-03,113.88703918457031,263.340087890625,143.0844268798828
2022-06-06,116.31907653808594,262.1014404296875,143.8324432373047
2022-06-07,116.53678131103516,265.7586975097656,146.3618927001953
2022-06-08,116.54524230957031,263.7204284667969,145.62371826171875
2022-06-09,114.23894500732422,258.23944091796875,140.38771057128906
2022-06-10,110.76908111572266,246.7313995361328,134.96473693847656
2022-06-13,106.24496459960938,236.266845703125,129.79763793945312
2022-06-14,106.56058502197266,238.441650390625,130.66371154785156
2022-06-15,109.73820495605469,245.53179931640625,133.29156494140625
2022-06-16,106.00588989257812,238.90980529785156,128.00637817382812
2022-06-17,107.22811889648438,241.5235137939453,129.48268127441406
2022-06-21,111.35309600830078,247.4628448486328,133.72462463378906
2022-06-22,111.37197875976562,246.86793518066406,133.2128448486328
2022-06-23,112.01864624023438,252.4561309814453,136.0867462158203
2022-06-24,117.83756256103516,261.07745361328125,139.4231719970703
2022-06-27,115.93336486816406,258.33697509765625,139.4231719970703
2022-06-28,111.90631866455078,250.1350555419922,135.26980590820312
2022-06-29,111.59317016601562,253.821533203125,137.03155517578125
2022-06-30,108.72621154785156,250.47637939453125,134.56121826171875
2022-07-01,108.43643951416016,253.15834045410156,136.736328125
2022-07-05,113.21404266357422,256.34747314453125,139.32476806640625
2022-07-06,114.53270721435547,259.62432861328125,140.66329956054688
2022-07-07,118.60101318359375,261.7601013183594,144.0391387939453
2022-07-08,119.45842742919922,261.0384826660156,144.71823120117188
2022-07-11,115.83396911621094,257.96636962890625,142.58251953125
2022-07-12,114.17085266113281,247.39459228515625,143.55685424804688
2022-07-13,111.52407836914062,246.46807861328125,143.1927032470703
2022-07-14,110.78150177001953,247.79441833496094,146.12564086914062
2022-07-15,112.10065460205078,250.36912536621094,147.79884338378906
2022-07-18,109.26054382324219,247.96018981933594,144.7477569580078
2022-07-19,113.94271087646484,253.1095733642578,148.61570739746094
2022-07-20,114.02223205566406,255.7818145751953,150.62347412109375
2022-07-21,114.36022186279297,258.2882385253906,152.8970489501953
2022-07-22,107.7197036743164,253.9190216064453,151.65692138671875
2022-07-25,107.5705795288086,252.42689514160156,150.534912109375
2022-07-26,104.81695556640625,245.6683349609375,149.2062530517578
2022-07-27,112.9287338256836,262.0917663574219,154.31427001953125
2022-07-28,113.91287994384766,269.5719909667969,154.86546325683594
2022-07-29,115.95076751708984,273.79486083984375,159.9439697265625
2022-08-01,114.7976303100586,271.1324462890625,158.959716796875
2022-08-02,115.21515655517578,268.0213623046875,157.48345947265625
2022-08-03,118.078125,275.48211669921875,163.50680541992188
2022-08-04,118.1676025390625,276.6329345703125,163.19186401367188
2022-08-05,117.52143859863281,275.9112548828125,162.9652099609375
2022-08-08,117.44190979003906,273.3853454589844,162.49212646484375
2022-08-09,116.8056869506836,275.3162841796875,162.54136657714844
2022-08-10,119.93708038330078,282.0066223144531,166.79908752441406
2022-08-11,119.11198425292969,279.9195251464844,166.0598907470703
2022-08-12,121.92526245117188,284.6885681152344,169.61782836914062
2022-08-15,122.1539077758789,286.2099914550781,170.6920928955078
2022-08-16,121.78608703613281,285.46875,170.534423828125
2022-08-17,119.6090316772461,284.71624755859375,172.03250122070312
2022-08-18,120.14583587646484,283.5922546386719,171.6382598876953
2022-08-19,117.42202758789062,279.6634216308594,169.04620361328125
2022-08-22,114.39004516601562,271.45379638671875,165.15313720703125
2022-08-23,114.0918197631836,270.1734924316406,164.8180389404297
2022-08-24,114.02223205566406,269.53826904296875,165.11375427246094
2022-08-25,117.00450134277344,272.52886962890625,167.57769775390625
2022-08-26,110.642333984375,262.0127868652344,161.2601318359375
2022-08-29,109.68798828125,259.2176513671875,159.05242919921875
2022-08-30,109.26054382324219,257.00885009765625,156.6180877685547
2022-08-31,108.5050277709961,255.5429229736328,154.95245361328125
2022-09-01,109.89675903320312,254.49713134765625,155.6817626953125
2022-09-02,108.03780364990234,250.2554931640625,153.56277465820312
2022-09-06,106.84490203857422,247.5092010498047,152.30125427246094
2022-09-07,109.8271713256836,252.239501953125,153.7106170654297
2022-09-08,108.7734375,252.65972900390625,152.23228454589844
2022-09-09,111.1194839477539,258.465087890625,155.1002655029297
2022-09-12,111.20895385742188,260.6054382324219,161.0728759765625
2022-09-13,104.68771362304688,246.27777099609375,151.62120056152344
2022-09-14,105.24441528320312,246.50254821777344,153.0699920654297
2022-09-15,103.28604888916016,239.81761169433594,150.17237854003906
2022-09-16,103.01763916015625,239.19210815429688,148.5264892578125
2022-09-19,103.23634338378906,238.9770965576172,152.25193786621094
2022-09-20,101.22827911376953,236.95399475097656,154.6370391845703
2022-09-21,99.41902923583984,233.53335571289062,151.50291442871094
2022-09-22,99.97572326660156,235.51736450195312,150.5370635986328
2022-09-23,98.5840072631836,232.52670288085938,148.26036071777344
2022-09-26,98.22613525390625,232.0673828125,148.59547424316406
2022-09-27,97.5103759765625,231.05096435546875,149.5711669921875
2022-09-28,100.14472961425781,235.6053009033203,147.6789093017578
2022-09-29,97.5103759765625,232.11622619628906,140.4250030517578
2022-09-30,95.58184814453125,227.62051391601562,136.20677185058594
2022-10-03,98.7132339477539,235.28280639648438,140.39547729492188
2022-10-04,101.80486297607422,243.23828125,143.9928436279297
2022-10-05,101.61598205566406,243.55101013183594,144.2884979248047
2022-10-06,101.6358642578125,241.19566345214844,143.3324737548828
2022-10-07,98.98163604736328,228.93014526367188,138.06948852539062
2022-10-10,98.12671661376953,224.05323791503906,138.3947296142578
2022-10-11,97.47061920166016,220.30029296875,136.9755096435547
2022-10-12,97.71914672851562,220.63255310058594,136.34474182128906
2022-10-13,99.12081146240234,228.93014526367188,140.92767333984375
2022-10-14,96.60576629638672,223.37890625,136.3841552734375
2022-10-17,100.18448638916016,232.1455535888672,140.3560333251953
2022-10-18,100.79087829589844,233.0935821533203,141.6767120361328
2022-10-19,99.69738006591797,231.11936950683594,141.78514099121094
2022-10-20,99.93596649169922,230.79681396484375,141.3218994140625
2022-10-21,100.88035583496094,236.63150024414062,145.14593505859375
2022-10-24,102.3615493774414,241.6452178955078,147.29449462890625
2022-10-25,104.30996704101562,244.9779052734375,150.142822265625
2022-10-26,94.25971221923828,226.07630920410156,147.19595336914062
2022-10-27,92.05282592773438,221.6099090576172,142.71156311035156
2022-10-28,96.00930786132812,230.52316284179688,153.49378967285156
2022-10-31,94.10065460205078,226.86798095703125,151.12841796875
2022-11-01,89.9652328491211,222.9977264404297,148.47718811035156
2022-11-02,86.55550384521484,215.1106719970703,142.938232421875
2022-11-03,82.99665069580078,209.39328002929688,136.87696838378906
2022-11-04,86.18768310546875,216.3714141845703,136.61041259765625
2022-11-07,88.12616729736328,222.7045440673828,137.1435089111328
2022-11-08,88.38462829589844,223.68186950683594,137.716064453125
2022-11-09,86.883544921875,219.42068481445312,133.1453094482422
2022-11-10,93.61354064941406,237.47201538085938,144.99183654785156
2022-11-11,96.15841674804688,241.5084228515625,147.78565979003906
2022-11-14,95.46256256103516,236.07440185546875,146.38380432128906
2022-11-15,98.13665771484375,236.4849090576172,148.12132263183594
2022-11-16,98.40506744384766,236.9161376953125,146.88729858398438
2022-11-17,97.91796875,236.8671417236328,148.79261779785156
2022-11-18,97.22209167480469,236.41629028320312,149.3553009033203
2022-11-21,95.26374053955078,237.229736328125,146.11724853515625
2022-11-22,96.75487518310547,240.15042114257812,148.25950622558594
2022-11-23,98.23606872558594,242.64964294433594,149.13815307617188
2022-11-25,97.02328491210938,242.56143188476562,146.21597290039062
2022-11-28,95.68125915527344,236.9455108642578,142.37571716308594
2022-11-29,94.87605285644531,235.54403686523438,139.36473083496094
2022-11-30,100.85053253173828,250.05908203125,146.1370086669922
2022-12-01,100.6815414428711,249.6180419921875,146.41342163085938
2022-12-02,100.23419189453125,249.94146728515625,145.91983032226562
2022-12-05,99.27986907958984,245.21743774414062,144.75489807128906
2022-12-06,96.7349853515625,240.23861694335938,141.0824737548828
2022-12-07,94.58776092529297,239.50355529785156,139.1376953125
2022-12-08,93.39484405517578,242.47320556640625,140.8257598876953
2022-12-09,92.52005004882812,240.5326385498047,140.34205627441406
2022-12-12,93.00714874267578,247.4814453125,142.64227294921875
2022-12-13,95.28361511230469,251.80364990234375,143.60975646972656
2022-12-14,94.7468032836914,252.09764099121094,141.37863159179688
2022-12-15,90.66109466552734,244.0511474609375,134.75442504882812
2022-12-16,90.32310485839844,239.8171844482422,132.78988647460938
2022-12-19,88.62321472167969,235.66160583496094,130.67723083496094
2022-12-20,89.10037231445312,236.9847412109375,130.608154296875
2022-12-21,89.71670532226562,239.56236267089844,133.7178955078125
2022-12-22,87.73846435546875,233.44662475585938,130.53904724121094
2022-12-23,89.27931213378906,233.97584533691406,130.1737823486328
2022-12-27,87.41041564941406,232.2411346435547,128.3671875
2022-12-28,85.94910430908203,229.8594970703125,124.42822265625
2022-12-29,88.42438507080078,236.21044921875,127.95256805419922
2022-12-30,88.20569610595703,235.04415893554688,128.26844787597656
2023-01-03,89.16996002197266,234.8089599609375,123.47062683105469
2023-01-04,88.1858139038086,224.53765869140625,124.74413299560547
2023-01-05,86.25727081298828,217.88287353515625,123.42124938964844
2023-01-06,87.63905334472656,220.45068359375,127.9624252319336
2023-01-09,88.2752685546875,222.59707641601562,128.4856414794922
2023-01-10,88.7126693725586,224.2926483154297,129.05824279785156
2023-01-11,91.71483612060547,231.0747833251953,131.78292846679688
2023-01-12,91.36691284179688,233.76025390625,131.70396423339844
2023-01-13,92.25164794921875,234.46592712402344,133.03668212890625
2023-01-17,91.61543273925781,235.5635986328125,134.20162963867188
2023-01-18,91.2376708984375,231.11404418945312,133.48095703125
2023-01-19,93.35508728027344,227.31129455566406,133.54019165039062
2023-01-20,98.69335174560547,235.43621826171875,136.10693359375
2023-01-23,100.61194610595703,237.74920654296875,139.3054962158203
2023-01-24,98.62376403808594,237.219970703125,140.7073516845703
2023-01-25,96.15841674804688,235.8184356689453,140.04591369628906
2023-01-26,98.57405853271484,243.06126403808594,142.11907958984375
2023-01-27,100.11490631103516,243.2180938720703,144.06387329101562
2023-01-30,97.37120819091797,237.8766326904297,141.17132568359375
2023-01-31,99.27986907958984,242.8750457763672,142.44480895996094
2023-02-01,100.83065032958984,247.7166748046875,143.5702362060547
2023-02-02,108.15709686279297,259.3306579589844,148.89132690429688
2023-02-03,104.59825897216797,253.20518493652344,152.52426147460938
2023-02-06,102.85858917236328,251.65663146972656,149.7896728515625
2023-02-07,107.4015884399414,262.2317810058594,152.67234802246094
2023-02-08,99.40909576416016,261.4183349609375,149.97726440429688
2023-02-09,94.89591979980469,258.37017822265625,148.940673828125
2023-02-10,94.29947662353516,257.8605651855469,149.30650329589844
2023-02-13,94.43864440917969,265.9168395996094,152.11448669433594
2023-02-14,94.3889389038086,266.7500305175781,151.47181701660156
2023-02-15,96.52622985839844,264.6178283691406,153.5778045654297
2023-02-16,95.21402740478516,257.572998046875,151.97604370117188
2023-02-17,94.03105926513672,253.55442810058594,150.82916259765625
2023-02-21,91.5060806274414,248.258544921875,146.8050537109375
2023-02-22,91.25755310058594,247.1187744140625,147.23019409179688
2023-02-23,90.5318603515625,250.32186889648438,147.7146759033203
2023-02-24,88.82202911376953,244.86875915527344,145.05502319335938
2023-02-27,89.56758880615234,245.7923583984375,146.2513885498047
2023-02-28,89.76641845703125,245.06527709960938,145.7471466064453
2023-03-01,89.97517395019531,241.9702911376953,143.6708221435547
2023-03-02,91.76453399658203,246.72576904296875,144.26405334472656
2023-03-03,93.46443176269531,250.83277893066406,149.32630920410156
2023-03-06,95.01522064208984,252.3852081298828,152.09469604492188
2023-03-07,93.61354064941406,249.71267700195312,149.889892578125
2023-03-08,94.09071350097656,249.27053833007812,151.14552307128906
2023-03-09,92.11247253417969,247.91465759277344,148.89125061035156
2023-03-10,90.47222137451172,244.24978637695312,146.8248291015625
2023-03-13,91.1183853149414,249.48670959472656,148.77261352539062
2023-03-14,93.69307708740234,256.2367248535156,150.86865234375
2023-03-15,95.97948455810547,260.8055419921875,151.26417541503906
2023-03-16,100.4727783203125,271.377685546875,154.0919189453125
2023-03-17,101.85456085205078,274.55126953125,153.2515106201172
2023-03-20,101.32769012451172,267.4770202636719,155.6244354248047
2023-03-21,105.21458435058594,268.99993896484375,157.4832305908203
2023-03-22,103.60417175292969,267.5360412597656,156.04959106445312
2023-03-23,105.63211822509766,272.812255859375,157.13717651367188
2023-03-24,105.43327331542969,275.67144775390625,158.44227600097656
2023-03-27,102.45101928710938,271.5545959472656,156.4945068359375
2023-03-28,100.76106262207031,270.4246520996094,155.87161254882812
2023-03-29,101.29786682128906,275.6124572753906,158.95643615722656
2023-03-30,100.72129821777344,279.09063720703125,160.5284881591797
2023-03-31,103.38545989990234,283.2664489746094,163.0398406982422
2023-04-03,104.29008483886719,282.2151794433594,164.29547119140625
2023-04-04,104.49884796142578,282.166015625,163.76158142089844
2023-04-05,104.32984161376953,279.3756103515625,161.9126739501953
2023-04-06,108.25650787353516,286.50885009765625,162.80255126953125
2023-04-10,106.31802368164062,284.3374328613281,160.2021942138672
2023-04-11,105.49293518066406,277.8919372558594,158.986083984375
2023-04-12,104.59825897216797,278.5404357910156,158.29397583007812
2023-04-13,107.55069732666016,284.7795715332031,163.6923828125
2023-04-14,108.81320190429688,281.1441650390625,163.34632873535156
2023-04-17,105.7911605834961,283.7577209472656,163.36610412597656
2023-04-18,104.49884796142578,283.335205078125,164.5921173095703
2023-04-19,104.39942932128906,283.4138488769531,165.73904418945312
2023-04-20,105.27423858642578,281.11468505859375,164.77008056640625
2023-04-21,105.2841796875,280.77081298828125,163.1584930419922
2023-04-24,106.1490249633789,276.8504638671875,163.46498107910156
2023-04-25,103.99185943603516,270.6113586425781,161.92254638671875
2023-04-26,103.83279418945312,290.2130126953125,161.9126739501953
2023-04-27,107.7296371459961,299.5078430175781,166.51022338867188
2023-04-28,107.58053588867188,301.89544677734375,167.76589965820312
2023-05-01,107.07353973388672,300.22509765625,167.6769256591797
2023-05-02,105.353759765625,300.0777587890625,166.63877868652344
2023-05-03,105.49293518066406,299.08538818359375,165.56103515625
2023-05-04,104.58831024169922,300.0777587890625,163.91978454589844
2023-05-05,105.58736419677734,305.2261962890625,171.61203002929688
2023-05-08,107.60040283203125,303.26116943359375,171.54281616210938
2023-05-09,107.30217742919922,301.6399841308594,169.8323211669922
2023-05-10,111.61653900146484,306.8572998046875,171.6021270751953
2023-05-11,116.20924377441406,304.6956481933594,171.79000854492188
2023-05-12,117.22320556640625,303.5755615234375,170.85928344726562
2023-05-15,116.26887512207031,304.0570373535156,170.3642578125
2023-05-16,119.38037872314453,306.2972106933594,170.3642578125
2023-05-17,120.76216888427734,309.19219970703125,170.9781036376953
2023-05-18,122.79011535644531,313.6429748535156,173.31472778320312
2023-05-19,122.52171325683594,313.4656982421875,173.42364501953125
2023-05-22,125.12623596191406,316.2621765136719,172.47312927246094
2023-05-23,122.56147766113281,310.43292236328125,169.85931396484375
2023-05-24,120.92122650146484,309.0444641113281,170.13653564453125
2023-05-25,123.61520385742188,320.9297180175781,171.275146484375
2023-05-26,124.68882751464844,327.79296875,173.69097900390625
2023-05-30,123.90349578857422,326.1386413574219,175.54241943359375
2023-05-31,122.64100646972656,323.3618469238281,175.49290466308594
2023-06-01,123.63509368896484,327.48773193359375,178.30474853515625
2023-06-02,124.49002075195312,330.26446533203125,179.15625
2023-06-05,125.8817367553711,330.7962341308594,177.79981994628906
2023-06-06,127.1541748046875,328.5708312988281,177.4334716796875
2023-06-07,122.21354675292969,318.4285583496094,176.05728149414062
2023-06-08,121.94514465332031,320.2798156738281,178.7799835205078
2023-06-09,122.14395141601562,321.786376953125,179.16615295410156
2023-06-12,123.61520385742188,326.76885986328125,181.96807861328125
2023-06-13,123.69474792480469,329.1715087890625,181.4928436279297
2023-06-14,123.64503479003906,332.1748352050781,182.12646484375
2023-06-15,125.04670715332031,342.7700500488281,184.1660614013672
2023-06-16,123.32691955566406,337.08837890625,183.08688354492188
2023-06-20,123.1181640625,332.8739318847656,183.17599487304688
2023-06-21,120.54347229003906,328.4527282714844,182.1363983154297
2023-06-22,123.13805389404297,334.5085144042969,185.14625549316406
2023-06-23,122.29307556152344,329.89031982421875,184.8294219970703
2023-06-26,118.38628387451172,323.5686340332031,183.43341064453125
2023-06-27,118.30677032470703,329.4472351074219,186.19577026367188
2023-06-28,120.36454010009766,330.7076110839844,187.3739776611328
2023-06-29,119.30085754394531,329.91986083984375,187.71060180664062
2023-06-30,120.25518035888672,335.3258056640625,192.0471649169922
2023-07-03,119.84761047363281,332.8148193359375,190.55210876464844
